-0.077540,0.042042,0.005816,-0.132226,-0.212369,-0.111604,0.178930,0.499772,0.696426,0.769524,0.733526,0.534114,0.092046,-0.397042,-0.620147,-0.583306,-0.302751,0.156407,0.538466,0.719766,0.749920,0.640466,0.319645,-0.183360,-0.544684,-0.684832,-0.694667,-0.621381,-0.473783,-0.281322,-0.112359,-0.024038,-0.032046,-0.105878,-0.178721,-0.202501,-0.169421,-0.088425,0.026845,0.155436,0.268531,0.340908,0.370519,0.381759,0.399576,0.426586,0.435886,0.383296,0.254291,0.112173,0.031346,0.025399,0.065935,0.110502,0.115137,0.045480,-0.092768,-0.241074,-0.367132,-0.469600,-0.540579,-0.553325,-0.471795,-0.288736
-0.344001,-0.214866,-0.114085,-0.061564,-0.008816,0.115176,0.318199,0.514086,0.630817,0.657972,0.576233,0.325512,-0.099235,-0.459705,-0.566102,-0.408493,-0.000084,0.446053,0.706020,0.800005,0.783506,0.633014,0.256472,-0.268113,-0.600337,-0.711483,-0.687108,-0.545122,-0.281629,0.008870,0.185205,0.194431,0.041835,-0.211807,-0.433649,-0.547367,-0.567729,-0.522128,-0.420595,-0.261881,-0.052359,0.174446,0.368329,0.499650,0.567720,0.574458,0.497521,0.288818,-0.045984,-0.345122,-0.499570,-0.538401,-0.509625,-0.439350,-0.331682,-0.178252,0.001395,0.121145,0.126808,0.030140,-0.133929,-0.310714,-0.428786,-0.436105
-0.473548,-0.364581,-0.162278,0.054971,0.214332,0.325577,0.417246,0.480432,0.494887,0.444495,0.296326,0.019947,-0.310401,-0.514679,-0.500375,-0.229334,0.239739,0.611448,0.781185,0.820561,0.760598,0.546872,0.099786,-0.398133,-0.662376,-0.727093,-0.650501,-0.405779,0.001235,0.351530,0.502466,0.470399,0.263388,-0.094304,-0.441298,-0.640423,-0.713209,-0.712486,-0.662384,-0.560329,-0.389255,-0.141141,0.145977,0.393763,0.549265,0.597178,0.515416,0.249994,-0.182956,-0.548644,-0.729411,-0.788142,-0.783031,-0.729835,-0.601793,-0.331803,0.086335,0.423386,0.553238,0.524250,0.366817,0.088049,-0.234171,-0.441508
-0.512079,-0.425481,-0.153036,0.184780,0.405778,0.488023,0.480855,0.410107,0.288775,0.132018,-0.058984,-0.276279,-0.461353,-0.534165,-0.434962,-0.109787,0.342727,0.648789,0.771602,0.775784,0.663086,0.361037,-0.135957,-0.547940,-0.728184,-0.745673,-0.617323,-0.273930,0.230225,0.572623,0.692536,0.664338,0.497612,0.161295,-0.257438,-0.556970,-0.698566,-0.745086,-0.741976,-0.702264,-0.616111,-0.460182,-0.216841,0.086858,0.363562,0.526378,0.528356,0.328221,-0.075614,-0.479469,-0.715308,-0.818057,-0.847251,-0.821818,-0.709659,-0.413154,0.118582,0.563841,0.748481,0.767757,0.667796,0.415270,-0.001139,-0.374994
-0.517356,-0.452223,-0.143413,0.266065,0.519399,0.580825,0.502592,0.312109,0.059554,-0.166221,-0.326500,-0.435105,-0.497530,-0.491005,-0.367387,-0.077178,0.297185,0.555585,0.659723,0.638350,0.467111,0.091780,-0.371463,-0.667644,-0.778198,-0.762636,-0.599237,-0.193321,0.345761,0.662816,0.766658,0.755805,0.650771,0.410297,0.026384,-0.347214,-0.575552,-0.683745,-0.729545,-0.742319,-0.725738,-0.666081,-0.534517,-0.295263,0.045701,0.368152,0.527630,0.479913,0.224503,-0.152108,-0.475253,-0.676464,-0.778916,-0.803512,-0.727591,-0.456297,0.088554,0.581459,0.798099,0.845163,0.785269,0.582834,0.166023,-0.304395
-0.524588,-0.489195,-0.192160,0.238859,0.518569,0.576324,0.451933,0.178128,-0.136604,-0.347027,-0.427270,-0.426694,-0.395623,-0.352106,-0.270558,-0.108619,0.114471,0.301305,0.393733,0.367596,0.182591,-0.164582,-0.513526,-0.715596,-0.787579,-0.756451,-0.574397,-0.143640,0.384945,0.676890,0.772474,0.772463,0.706430,0.549297,0.266690,-0.082925,-0.361984,-0.533146,-0.636709,-0.704649,-0.745364,-0.753002,-0.708383,-0.568694,-0.272767,0.152617,0.487534,0.606907,0.539012,0.321136,0.010091,-0.303104,-0.542399,-0.676201,-0.679179,-0.481879,-0.006338,0.501545,0.761277,0.839677,0.807408,0.639548,0.246728,-0.262824
-0.539667,-0.550150,-0.322296,0.059621,0.350257,0.416141,0.269690,-0.022258,-0.296747,-0.420926,-0.390973,-0.267932,-0.145511,-0.092562,-0.108623,-0.140108,-0.130694,-0.075488,-0.011232,0.007641,-0.076849,-0.275197,-0.495738,-0.647490,-0.713451,-0.680739,-0.487124,-0.061586,0.409582,0.660462,0.739450,0.731517,0.667092,0.542619,0.347625,0.108238,-0.108666,-0.279257,-0.425105,-0.557089,-0.664935,-0.734569,-0.752552,-0.689370,-0.477905,-0.061196,0.392829,0.646576,0.714019,0.657511,0.498239,0.237478,-0.094468,-0.396673,-0.555198,-0.496436,-0.168992,0.302140,0.627202,0.765607,0.771604,0.633947,0.269712,-0.244469
-0.542535,-0.613972,-0.493363,-0.242574,-0.010339,0.055490,-0.064706,-0.276047,-0.427308,-0.427746,-0.265335,-0.011641,0.183186,0.225436,0.108180,-0.110264,-0.300451,-0.375037,-0.343142,-0.250526,-0.166322,-0.166182,-0.259278,-0.384294,-0.470317,-0.452709,-0.263581,0.107036,0.462730,0.641554,0.680831,0.630940,0.515282,0.363863,0.221122,0.125191,0.080439,0.036327,-0.064615,-0.228764,-0.413421,-0.567481,-0.660809,-0.671547,-0.552135,-0.229636,0.232923,0.576558,0.737286,0.780207,0.742986,0.617644,0.366427,-0.012208,-0.365089,-0.501600,-0.375985,-0.034199,0.341417,0.588234,0.675237,0.590841,0.275041,-0.216458
-0.497316,-0.643324,-0.627957,-0.518715,-0.397421,-0.351075,-0.400300,-0.481477,-0.498637,-0.377233,-0.094799,0.236091,0.442021,0.468135,0.307745,-0.018760,-0.346171,-0.506500,-0.494573,-0.340720,-0.097234,0.102031,0.155109,0.087012,-0.010435,-0.030235,0.096811,0.335074,0.540730,0.629751,0.604476,0.467745,0.239357,0.018250,-0.085330,-0.034662,0.128047,0.280115,0.320014,0.233510,0.052189,-0.166510,-0.359403,-0.481697,-0.492498,-0.334903,-0.000531,0.356416,0.599161,0.729928,0.781346,0.756841,0.617362,0.292085,-0.176165,-0.499986,-0.561651,-0.403986,-0.083468,0.276168,0.508729,0.529538,0.303350,-0.133514
-0.363318,-0.606970,-0.686908,-0.673152,-0.626469,-0.590863,-0.577079,-0.554347,-0.464000,-0.244822,0.096913,0.413003,0.581734,0.595685,0.442175,0.095023,-0.306052,-0.527697,-0.539613,-0.363258,-0.029307,0.295541,0.451829,0.455391,0.389301,0.347785,0.393809,0.505533,0.600297,0.618550,0.524773,0.282308,-0.063159,-0.324306,-0.390664,-0.250926,0.058519,0.371719,0.539697,0.567196,0.495136,0.348834,0.145782,-0.085301,-0.284153,-0.364581,-0.270926,-0.040622,0.231895,0.470861,0.642053,0.723846,0.680661,0.437697,-0.045465,-0.489788,-0.673764,-0.650982,-0.450007,-0.074374,0.315646,0.484792,0.385034,0.039743
